"","id","title","author_id","description","content","date"
"122","122","The impact of sensory characteristics on the willingness to pay for honey","Julia Zaripova, Ksenia Chuprianova, Irina Polyakova, Daria Semenova, Sofya Kulikova","General Economics (econ.GN)","Honey consumption in Russia has been actively growing in recent years due to the increasing interest in healthy and environment-friendly food products. However, it remains an open question which characteristics of honey are the most significant for consumers and, more importantly, from an economic point of view, for which of them consumers are willing to pay. The purpose of this study was to investigate the role of sensory characteristics in assessing consumers' willingness to pay for honey and to determine which properties and characteristics ""natural"" honey should have to encourage repeated purchases by target consumers. The study involved a behavioral experiment that included a pre-test questionnaire, blind tasting of honey samples, an in-room test to assess perceived quality, and a closed auction using the Becker-DeGroote-Marschak method. As the result, it was revealed that the correspondence of the expected sensations to the actual taste, taste intensity, duration of the aftertaste and the sensations of tickling in the throat had a positive effect on both the perceived quality of the product and the willingness to pay for it, while perception of off-flavors or added sugar had a negative impact. Using factor analysis, we have combined 21 sensory characteristics of honey into eight components that were sufficient to obtain the flavor portrait of honey by Russian consumers.","Thu, 30 Nov 2023 06:12:38 UTC (607 KB)"
"123","123","Identification of urinary biomarkers of food intake for onion by untargeted LC-MS metabolomics","Qian Gao (1), G. Gurdeniz (1), Giulia Pratico (1), Camilla T. Damsgaard (1), Eduvigis Roldan-Marin (","Biomolecules (q-bio.BM)","Scope: Biomarkers of food intake (BFIs) are useful tools for objective assessment of food intake and compliance. The aim of this study was to discover and identify urinary BFIs for onion. Methods and results: In a randomized controlled cross-over trial, 6 overweight participants (age 24-62 years) consumed meals with 20 g/d onion powder or no onion for 2 weeks. Untargeted UPLC-qTOF-MS metabolic profiling analysis was performed on urine samples and the profiles were analysed by multilevel-PLSDA, modified PLS, and nearest shrunken centroid to select features associated with onion intake. Eight biomarkers were tentatively identified; six of them originated from S-substituted cysteine derivatives such as isoalliin and propiin, which are considered the most specific for onion intake. Most of the biomarkers were completely excreted within 24 hours and no accumulation was observed during 2 weeks indicating their ability to reflect only recent intake of onions. Receiver-operator curves were made to evaluate the performance of individual biomarkers for predicting onion intake. The area under the curve values for these biomarkers ranged from 0.81 to 1. Conclusion: Promising biomarkers of recent onion intake have been identified in human urine. Further studies with complex diets are needed to validate the robustness of these biomarkers.","Tue, 28 Nov 2023 19:55:01 UTC (839 KB)"
"124","124","A Brief Review and Perspective on the Functional Biodegradable Films for Food Packaging","Xiaoyan He, Yuanyuan Jin, Lisheng Tang, Ran Huang","Materials Science (cond-mat.mtrl-sci)","High-performance, environmentally-friendly biodegradable packaging as substitutes for conventional plastics becomes severe demand to nowadays economy and society. As an aliphatic aromatic copolyester PBAT is recognized as the preferred alternative to traditional plastics. However, the relatively high cost and weak properties obstacles the widespread adoption of PBAT. Modification pertaining to improve the properties, lower the cost, and include the functional additives of PBAT is a continuous effort to meet the needs of food accessibility, antibacterial properties, oxygen resistance, high mechanical strength, stable size, low moisture absorption, and various gas permeability for commercial competitiveness.","Tue, 28 Nov 2023 16:32:58 UTC (152 KB)"
"125","125","MOT-DETR: 3D Single Shot Detection and Tracking with Transformers to build 3D representations for Agro-Food Robots","David Rapado-Rincon, Henk Nap, Katarina Smolenova, Eldert J. van Henten, Gert Kootstra","Robotics (cs.RO)","In the current demand for automation in the agro-food industry, accurately detecting and localizing relevant objects in 3D is essential for successful robotic operations. However, this is a challenge due the presence of occlusions. Multi-view perception approaches allow robots to overcome occlusions, but a tracking component is needed to associate the objects detected by the robot over multiple viewpoints. Most multi-object tracking (MOT) algorithms are designed for high frame rate sequences and struggle with the occlusions generated by robots' motions and 3D environments. In this paper, we introduce MOT-DETR, a novel approach to detect and track objects in 3D over time using a combination of convolutional networks and transformers. Our method processes 2D and 3D data, and employs a transformer architecture to perform data fusion. We show that MOT-DETR outperforms state-of-the-art multi-object tracking methods. Furthermore, we prove that MOT-DETR can leverage 3D data to deal with long-term occlusions and large frame-to-frame distances better than state-of-the-art methods. Finally, we show how our method is resilient to camera pose noise that can affect the accuracy of point clouds. The implementation of MOT-DETR can be found here: this https URL","Mon, 27 Nov 2023 10:03:01 UTC (5,815 KB)[v2] Tue, 13 Feb 2024 19:41:29 UTC (5,815 KB)"
"126","126","Can SAM recognize crops? Quantifying the zero-shot performance of a semantic segmentation foundation model on generating crop-type maps using satellite imagery for precision agriculture","Rutuja Gurav, Het Patel, Zhuocheng Shang, Ahmed Eldawy, Jia Chen, Elia Scudiero, Evangelos Papalexak","Computer Vision and Pattern Recognition (cs.CV)","Climate change is increasingly disrupting worldwide agriculture, making global food production less reliable. To tackle the growing challenges in feeding the planet, cutting-edge management strategies, such as precision agriculture, empower farmers and decision-makers with rich and actionable information to increase the efficiency and sustainability of their farming practices. Crop-type maps are key information for decision-support tools but are challenging and costly to generate. We investigate the capabilities of Meta AI's Segment Anything Model (SAM) for crop-map prediction task, acknowledging its recent successes at zero-shot image segmentation. However, SAM being limited to up-to 3 channel inputs and its zero-shot usage being class-agnostic in nature pose unique challenges in using it directly for crop-type mapping. We propose using clustering consensus metrics to assess SAM's zero-shot performance in segmenting satellite imagery and producing crop-type maps. Although direct crop-type mapping is challenging using SAM in zero-shot setting, experiments reveal SAM's potential for swiftly and accurately outlining fields in satellite images, serving as a foundation for subsequent crop classification. This paper attempts to highlight a use-case of state-of-the-art image segmentation models like SAM for crop-type mapping and related specific needs of the agriculture industry, offering a potential avenue for automatic, efficient, and cost-effective data products for precision agriculture practices.","Sat, 25 Nov 2023 23:40:09 UTC (35,043 KB)[v2] Mon, 4 Dec 2023 21:02:05 UTC (35,043 KB)"
"127","127","Human-Machine Cooperative Multimodal Learning Method for Cross-subject Olfactory Preference Recognition","Xiuxin Xia, Yuchen Guo, Yanwei Wang, Yuchao Yang, Yan Shi, Hong Men","Artificial Intelligence (cs.AI)","Odor sensory evaluation has a broad application in food, clothing, cosmetics, and other fields. Traditional artificial sensory evaluation has poor repeatability, and the machine olfaction represented by the electronic nose (E-nose) is difficult to reflect human feelings. Olfactory electroencephalogram (EEG) contains odor and individual features associated with human olfactory preference, which has unique advantages in odor sensory evaluation. However, the difficulty of cross-subject olfactory EEG recognition greatly limits its application. It is worth noting that E-nose and olfactory EEG are more advantageous in representing odor information and individual emotions, respectively. In this paper, an E-nose and olfactory EEG multimodal learning method is proposed for cross-subject olfactory preference recognition. Firstly, the olfactory EEG and E-nose multimodal data acquisition and preprocessing paradigms are established. Secondly, a complementary multimodal data mining strategy is proposed to effectively mine the common features of multimodal data representing odor information and the individual features in olfactory EEG representing individual emotional information. Finally, the cross-subject olfactory preference recognition is achieved in 24 subjects by fusing the extracted common and individual features, and the recognition effect is superior to the state-of-the-art recognition methods. Furthermore, the advantages of the proposed method in cross-subject olfactory preference recognition indicate its potential for practical odor evaluation applications.","Fri, 24 Nov 2023 11:59:11 UTC (21,517 KB)"
"128","128","Consumption Smoothing in Metropolis: Evidence from the Working-class Households in Prewar Tokyo","Kota Ogasawara","General Economics (econ.GN)","I analyze the risk-coping behaviors among factory worker households in early 20th-century Tokyo. I digitize a unique daily longitudinal survey dataset on household budgets to examine the extent to which consumption is affected by idiosyncratic shocks. I find that while the households were so vulnerable that the shocks impacted their consumption levels, the income elasticity for food consumption is relatively low in the short-run perspective. The result from mechanism analysis suggests that credit purchases with local retailers played a role in smoothing short-run food consumption. The event-study analysis using the adverse health shock as the idiosyncratic income shock confirms the robustness of the results. I also find evidence that the misassignment of payday in data aggregation results in a systematic attenuation bias due to measurement error.","Fri, 24 Nov 2023 07:43:38 UTC (7,303 KB)[v2] Sat, 2 Dec 2023 05:05:49 UTC (7,297 KB)[v3] Fri, 26 Jan"
"129","129","Education distillation:getting student models to learn in shcools","Ling Feng, Danyang Li, Tianhao Wu, Xuliang Duan","Artificial Intelligence (cs.AI)","Knowledge distillation is one of the methods for model compression, and existing knowledge distillation techniques focus on how to improve the distillation algorithm so as to enhance the distillation efficiency. This paper introduces dynamic incremental learning into knowledge distillation and proposes a distillation strategy for education distillation. Specifically, it is proposed to take fragmented student models divided from the complete student model as lower-grade models. As the grade level rises, fragmented student models deepen in conjunction with designed teaching reference layers, while learning and distilling from more teacher models. By moving from lower to higher grades, fragmented student models were gradually integrated into a complete target student model, and the performance of the student models gradually improved from lower to higher grades of the stage. Education distillation strategies combined with distillation algorithms outperform the results of single distillation algorithms on the public dataset CIFAR100,Caltech256, Food-101 dataset.","Thu, 23 Nov 2023 05:20:18 UTC (402 KB)[v2] Mon, 27 Nov 2023 02:32:54 UTC (389 KB)"
"130","130","The Influence of Neural Networks on Hydropower Plant Management in Agriculture: Addressing Challenges and Exploring Untapped Opportunities","C. Coelho, M. Fernanda P. Costa, L.L. Ferrás","Machine Learning (cs.LG)","Hydropower plants are crucial for stable renewable energy and serve as vital water sources for sustainable agriculture. However, it is essential to assess the current water management practices associated with hydropower plant management software. A key concern is the potential conflict between electricity generation and agricultural water needs. Prioritising water for electricity generation can reduce irrigation availability in agriculture during crucial periods like droughts, impacting crop yields and regional food security. Coordination between electricity and agricultural water allocation is necessary to ensure optimal and environmentally sound practices. Neural networks have become valuable tools for hydropower plant management, but their black-box nature raises concerns about transparency in decision making. Additionally, current approaches often do not take advantage of their potential to create a system that effectively balances water allocation. This work is a call for attention and highlights the potential risks of deploying neural network-based hydropower plant management software without proper scrutiny and control. To address these concerns, we propose the adoption of the Agriculture Conscious Hydropower Plant Management framework, aiming to maximise electricity production while prioritising stable irrigation for agriculture. We also advocate reevaluating government-imposed minimum water guidelines for irrigation to ensure flexibility and effective water allocation. Additionally, we suggest a set of regulatory measures to promote model transparency and robustness, certifying software that makes conscious and intelligent water allocation decisions, ultimately safeguarding agriculture from undue strain during droughts.","Wed, 22 Nov 2023 10:22:59 UTC (358 KB)"
"131","131","AI for Agriculture: the Comparison of Semantic Segmentation Methods for Crop Mapping with Sentinel-2 Imagery","Irina Korotkova, Natalia Efremova","Computer Vision and Pattern Recognition (cs.CV)","Crop mapping is one of the most common tasks in artificial intelligence for agriculture due to higher food demands from a growing population and increased awareness of climate change. In case of vineyards, the texture is very important for crop segmentation: with higher resolution satellite imagery the texture is easily detected by majority of state-of-the-art algorithms. However, this task becomes increasingly more difficult as the resolution of satellite imagery decreases and the information about the texture becomes unavailable. In this paper we aim to explore the main machine learning methods that can be used with freely available satellite imagery and discuss how and when they can be applied for vineyard segmentation problem. We assess the effectiveness of various widely-used machine learning techniques and offer guidance on selecting the most suitable model for specific scenarios.","Tue, 21 Nov 2023 21:00:42 UTC (4,934 KB)"
"132","132","Problems of Non-equivalent Words in Technical Translation","Mohammad Ibrahim Qani","Computation and Language (cs.CL)","Translating words which do not have equivalent in target language is not easy and finding proper equivalent of those words are very important to render correctly and understandably, the article defines some thoughts and ideas of scientists on the common problems of non-equivalent words from English to Russian language and includes English and Russian examples and ideas of certain scientist. The English language is worldwide spoken and there are 1.35 billion English speakers and over 258 million Russian speakers according to the 2021s statistics. Inevitably, these billions of speakers around the world have connection and they may have deal in different criteria. In order to understand one another they need to have a pure and fully-understood language. These pure languages understanding directly relates to translation knowledge where linguists and translators need to work and research to eradicate misunderstanding. Misunderstandings mostly appear in non-equivalent words because there are different local and internal words like food, garment, cultural and traditional words and others in every notion. Truly, most of these words do not have equivalent in the target language and these words need to be worked and find their equivalent in the target language to fully understand the both languages. However, some of these non-equivalent words are already professionally rendered to the target language but still there many other words to be rendered. Hence, this research paper includes different ways and rules of rendering non-equivalent words from source language to the target language.","Tue, 21 Nov 2023 07:11:39 UTC (185 KB)"
"133","133","Exploring the Relationship Between COVID-19 Induced Economic Downturn and Women's Nutritional Health Disparities","Alaa M. Sadeq","Other Quantitative Biology (q-bio.OT)","This study explores how the COVID-19 pandemic's economic impact has exacerbated nutritional health disparities among women. It sought to understand the effects of economic challenges on women's dietary choices and access to nutritious food across different socioeconomic groups. Using a mixed-methods approach, the research combined quantitative data from health and economic records with qualitative insights from interviews with diverse women. The study analyzed trends in nutritional health and economic factors before and after the pandemic and gathered personal accounts regarding nutrition and economic difficulties during this period. Findings showed a clear link between the economic downturn and deteriorating nutritional health, particularly in low-income and marginalized groups. These women reported decreased access to healthy foods and an increased dependence on less nutritious options due to budget constraints, leading to a decline in dietary quality. This trend was less evident in higher-income groups, highlighting stark disparities. The pandemic intensified pre-existing nutritional inequalities, with the most vulnerable groups facing greater adverse effects. However, community support and public health measures provided some relief. In summary, the pandemic's economic repercussions have indirectly impaired women's nutritional health, especially among the socioeconomically disadvantaged. This highlights the necessity for tailored nutritional interventions and economic policies focused on safeguarding women's health.","Mon, 20 Nov 2023 09:10:25 UTC (336 KB)"
"134","134","Images Connect Us Together: Navigating a COVID-19 Local Outbreak in China Through Social Media Images","Changyang He, Lu He, Wenjie Yang, Bo Li","Human-Computer Interaction (cs.HC)","Social media images, curated or casual, have become a crucial component of communicating situational information and emotions during health crises. Despite its prevalence and significance in informational dissemination and emotional connection, there lacks a comprehensive understanding of visual crisis communication in the aftermath of a pandemic which is characterized by uncertain local situations and emotional fatigue. To fill this gap, this work collected 345,423 crisis-related posts and 65,376 original images during the Xi'an COVID-19 local outbreak in China, and adopted a mixed-methods approach to understanding themes, goals, and strategies of crisis imagery. Image clustering captured the diversity of visual themes during the outbreak, such as text images embedding authoritative guidelines and ``visual diaries'' recording and sharing the quarantine life. Through text classification of the post that visuals were situated in, we found that different visual themes highly correlated with the informational and emotional goals of the post text, such as adopting text images to convey the latest policies and sharing food images to express anxiety. We further unpacked nuanced strategies of crisis image use through inductive coding, such as signifying authority and triggering empathy. We discuss the opportunities and challenges of crisis imagery and provide design implications to facilitate effective visual crisis communication.","Sat, 18 Nov 2023 05:32:29 UTC (7,551 KB)"
"135","135","HungerGist: An Interpretable Predictive Model for Food Insecurity","Yongsu Ahn, Muheng Yan, Yu-Ru Lin, Zian Wang","Artificial Intelligence (cs.AI)","The escalating food insecurity in Africa, caused by factors such as war, climate change, and poverty, demonstrates the critical need for advanced early warning systems. Traditional methodologies, relying on expert-curated data encompassing climate, geography, and social disturbances, often fall short due to data limitations, hindering comprehensive analysis and potential discovery of new predictive factors. To address this, this paper introduces ""HungerGist"", a multi-task deep learning model utilizing news texts and NLP techniques. Using a corpus of over 53,000 news articles from nine African countries over four years, we demonstrate that our model, trained solely on news data, outperforms the baseline method trained on both traditional risk factors and human-curated keywords. In addition, our method has the ability to detect critical texts that contain interpretable signals known as ""gists."" Moreover, our examination of these gists indicates that this approach has the potential to reveal latent factors that would otherwise remain concealed in unstructured texts.","Sat, 18 Nov 2023 03:17:51 UTC (3,241 KB)"
"136","136","The efficacy of the sugar-free labels is reduced by the health-sweetness tradeoff","Ksenia Panidi, Yaroslava Grebenschikova, Vasily Klucharev","General Economics (econ.GN)","In the present study, we use an experimental setting to explore the effects of sugar-free labels on the willingness to pay for food products. In our experiment, participants placed bids for sugar-containing and analogous sugar-free products in a Becker-deGroot-Marschak auction to determine the willingness to pay. Additionally, they rated each product on the level of perceived healthiness, sweetness, tastiness and familiarity with the product. We then used structural equation modelling to estimate the direct, indirect and total effect of the label on the willingness to pay. The results suggest that sugar-free labels significantly increase the willingness to pay due to the perception of sugar-free products as healthier than sugar-containing ones. However, this positive effect is overridden by a significant decrease in perceived sweetness (and hence, tastiness) of products labelled as sugar-free compared to sugar-containing products. As in our sample, healthiness and tastiness are positively related, while healthiness and sweetness are related negatively, these results suggest that it is health-sweetness rather than health-tastiness tradeoff that decreases the efficiency of the sugar-free labelling in nudging consumers towards healthier options.","Thu, 16 Nov 2023 13:26:37 UTC (535 KB)"
"137","137","Time-Transient Wireless RF Sensor with Differentiative Detecting Capability for Target Ionic Solution of Water and Dielectric Objects Introduced into Water","Sobhan Gholami, EMre Unal, Hilmi Volkan Demir","Signal Processing (eess.SP)","A novel wireless microstrip-based RF sensor designed for detecting changes in ionic content of water and the addition of solid contaminant objects is proposed and demonstrated. The sensor can be installed on the exterior wall of dielectric containers and customized according to the material of the container to enable wireless sensing. Its operation within the lower microwave frequency range (670-730 MHz) serves to minimize signal attenuation in water and streamlines circuitry design. The most significant feature of this sensor is its unique design, rendering it impervious to its surrounding environment. This not only shields it from environmental noise but also maximizes its sensitivity by efficiently utilizing incoming power for sensing purposes. The sensor exhibits remarkable sensitivity, capable of detecting solute concentrations as low as 0.003125 M in water. It can also detect the insertion of foreign solid objects into the container from the exterior wirelessly and distinguish them from liquids being added. As a proof-of-concept demonstration, the sensor in this study was optimized for a porcelain wall of 10-12 mm thickness. The sensor's small size and the materials used for its fabrication make it adaptable to a wide range of applications in industries such as food, pharmaceuticals, and bathroom fixtures. The aforementioned properties position the sensor as an ideal choice for various smart bathroom applications, where accurate and reliable water use monitoring is essential for efficient water conservation.","Thu, 16 Nov 2023 13:09:51 UTC (786 KB)[v2] Tue, 16 Jan 2024 15:01:02 UTC (592 KB)[v3] Thu, 25 Jan 20"
"138","138","Interpreting User Requests in the Context of Natural Language Standing Instructions","Nikita Moghe, Patrick Xia, Jacob Andreas, Jason Eisner, Benjamin Van Durme, Harsh Jhamtani","Computation and Language (cs.CL)","Users of natural language interfaces, generally powered by Large Language Models (LLMs),often must repeat their preferences each time they make a similar request. To alleviate this, we propose including some of a user's preferences and instructions in natural language -- collectively termed standing instructions -- as additional context for such interfaces. For example, when a user states I'm hungry, their previously expressed preference for Persian food will be automatically added to the LLM prompt, so as to influence the search for relevant restaurants. We develop NLSI, a language-to-program dataset consisting of over 2.4K dialogues spanning 17 domains, where each dialogue is paired with a user profile (a set of users specific standing instructions) and corresponding structured representations (API calls). A key challenge in NLSI is to identify which subset of the standing instructions is applicable to a given dialogue. NLSI contains diverse phenomena, from simple preferences to interdependent instructions such as triggering a hotel search whenever the user is booking tickets to an event. We conduct experiments on NLSI using prompting with large language models and various retrieval approaches, achieving a maximum of 44.7% exact match on API prediction. Our results demonstrate the challenges in identifying the relevant standing instructions and their interpretation into API calls.","Thu, 16 Nov 2023 11:19:26 UTC (744 KB)"
"139","139","SQATIN: Supervised Instruction Tuning Meets Question Answering for Improved Dialogue NLU","Evgeniia Razumovskaia, Goran Glavaš, Anna Korhonen, Ivan Vulić","Computation and Language (cs.CL)","Task-oriented dialogue (ToD) systems help users execute well-defined tasks across a variety of domains (e.g., $	extit{flight booking}$ or $	extit{food ordering}$), with their Natural Language Understanding (NLU) components being dedicated to the analysis of user utterances, predicting users' intents ($	extit{Intent Detection}$, ID) and extracting values for informational slots ($	extit{Value Extraction}$, VE). In most domains, labelled NLU data is scarce, making sample-efficient learning -- enabled with effective transfer paradigms -- paramount. In this work, we introduce SQATIN, a new framework for dialog NLU based on (i) instruction tuning and (ii) question-answering-based formulation of ID and VE tasks. According to the evaluation on established NLU benchmarks, SQATIN sets the new state of the art in dialogue NLU, substantially surpassing the performance of current models based on standard fine-tuning objectives in both in-domain training and cross-domain transfer. SQATIN yields particularly large performance gains in cross-domain transfer, owing to the fact that our QA-based instruction tuning leverages similarities between natural language descriptions of classes (i.e., slots and intents) across domains.","Thu, 16 Nov 2023 01:57:00 UTC (690 KB)"
"140","140","Impact of a block structure on the Lotka-Volterra model","Maxime Clenet, François Massol, Jamal Najim","Populations and Evolution (q-bio.PE)","The Lotka-Volterra (LV) model is a simple, robust, and versatile model used to describe large interacting systems such as food webs or microbiomes. The model consists of $n$ coupled differential equations linking the abundances of $n$ different species. We consider a large random interaction matrix with independent entries and a block variance profile. The $i$th diagonal block represents the intra-community interaction in community $i$, while the off-diagonal blocks represent the inter-community interactions. The variance remains constant within each block, but may vary across blocks. We investigate the important case of two communities of interacting species, study how interactions affect their respective equilibrium. We also describe equilibrium with feasibility (i.e., whether there exists an equilibrium with all species at non-zero abundances) and the existence of an attrition phenomenon (some species may vanish) within each community. Information about the general case of $b$ communities ($b> 2$) is provided in the appendix.","Thu, 16 Nov 2023 00:20:52 UTC (1,315 KB)"
"141","141","Strengthening our grip on food security by encoding physics into AI","Marcel B.J. Meinders, Jack Yang, Erik van der Linden","Physics and Society (physics.soc-ph)","Climate change will jeopardize food security. Food security involves the robustness of the global agri-food system. This agri-food system is intricately connected to systems centering around health, economy, social-cultural diversity, and global political stability. A systematic way to determine acceptable interventions in the global agri-food systems involves analyses at different spatial and temporal scales. Such multi-scale analyses are common within physics. Unfortunately, physics alone is not sufficient. Machine learning techniques may aid. We focus on neural networks (NN) into which physics-based information is encoded (PeNN) and apply it to a sub-problem within the agri-food system. We show that the mean squared error of the PeNN is always smaller than that of the NNs, in the order of a factor of thousand. Furthermore, the PeNNs capture extra and interpolation very well, contrary to the NNs. It is shown that PeNNs need a much smaller data set size than the NNs to achieve a similar mse. Our results suggest that the incorporation of physics into neural networks architectures yields promise for addressing food security.","Wed, 15 Nov 2023 15:27:54 UTC (360 KB)"
"142","142","Cultural context shapes the carbon footprints of recipes","Mansi Goel (1 and 2), Vishva Nathavani (1 and 3), Smit Dharaiya (1 and 3), Vidhya Kothadia (1 and 3)","Physics and Society (physics.soc-ph)","Food systems are responsible for a third of global anthropogenic greenhouse gas emissions central to global warming and climate change. Increasing awareness of the environmental impact of food-centric emissions has led to the carbon footprint quantification of food products. However, food consumption is dictated by traditional dishes, the cultural capsules that encode traditional protocols for culinary preparations. Carbon footprint estimation of recipes will provide actionable insights into the environmental sustainability of culturally influenced patterns in recipe compositions. By integrating the carbon footprint data of food products with a gold-standard repository of recipe compositions, we show that the ingredient constitution dictates the carbon load of recipes. Beyond the prevalent focus on individual food products, our analysis quantifies the carbon footprint of recipes within the cultural contexts that shape culinary protocols. While emphasizing the widely understood harms of animal-sourced ingredients, this article presents a nuanced perspective on the environmental impact of culturally influenced dietary practices. Along with the grasp of taste and nutrition correlates, such an understanding can help design palatable and environmentally sustainable recipes. Systematic compilation of fine-grained carbon footprint data is the way forward to address the challenge of sustainably feeding an anticipated population of 10 billion.","Wed, 1 Nov 2023 06:51:21 UTC (2,198 KB)"
"143","143","Olfactory learning alters navigation strategies and behavioral variability in C. elegans","Kevin S. Chen, Anuj K. Sharma, Jonathan W. Pillow, Andrew M. Leifer","Neurons and Cognition (q-bio.NC)","Animals adjust their behavioral response to sensory input adaptively depending on past experiences. The flexible brain computation is crucial for survival and is of great interest in neuroscience. The nematode C. elegans modulates its navigation behavior depending on the association of odor butanone with food (appetitive training) or starvation (aversive training), and will then climb up the butanone gradient or ignore it, respectively. However, the exact change in navigation strategy in response to learning is still unknown. Here we study the learned odor navigation in worms by combining precise experimental measurement and a novel descriptive model of navigation. Our model consists of two known navigation strategies in worms: biased random walk and weathervaning. We infer weights on these strategies by applying the model to worm navigation trajectories and the exact odor concentration it experiences. Compared to naive worms, appetitive trained worms up-regulate the biased random walk strategy, and aversive trained worms down-regulate the weathervaning strategy. The statistical model provides prediction with $>90 %$ accuracy of the past training condition given navigation data, which outperforms the classical chemotaxis metric. We find that the behavioral variability is altered by learning, such that worms are less variable after training compared to naive ones. The model further predicts the learning-dependent response and variability under optogenetic perturbation of the olfactory neuron AWC$^mathrm{ON}$. Lastly, we investigate neural circuits downstream from AWC$^mathrm{ON}$ that are differentially recruited for learned odor-guided navigation. Together, we provide a new paradigm to quantify flexible navigation algorithms and pinpoint the underlying neural substrates.","Mon, 13 Nov 2023 07:21:22 UTC (16,353 KB)[v2] Fri, 23 Feb 2024 05:42:33 UTC (21,690 KB)"
"144","144","Friction Tubes to Generate Nanobubble Ozone Water with an Increased Half-Life for Virucidal Activity","Suk-Joo Byun, A-Ram You, Tae Seok Park, Chang-Hee Park, Dae-Hyun Choi, Eun-Hee Jun, Young-Ho Yoo, Ta","Fluid Dynamics (physics.flu-dyn)","Nanobubbles and related technologies are expected to be highly utilized in water resource-based industries such as water purification, crops, horticulture, medicine, bio, and sterilization. Ozone, a chemical with high sterilizing power, is known as a natural substance that is reduced to oxygen and water after reacting with pollutants. Ozone water, which is generated by dissolving ozone in water, has been used in various industrial sectors such as medical care, food, and environment. Due to the unstable molecular state of ozone, however, it is difficult to produce, use, and supply ozone at industrial sites in a stable manner. This study proposed a method for constructing a system that can generate high-concentration ozone water in large quantities using low power in real time and maintaining the concentration of the generated ozone water over the long term. Friction tubes (called 'nanotube') played a key role to generate nanobubble ozone water with an increased half-life for virus killing activity. In addition, the safety of ozone water during its spray into the air was explained, and virucidal activity test cases for the influenza A (H1N1/A/PR8) and COVID-19 (SARS-CoV-2) virus using high-concentration ozone water as well as its technical efficacy were described.","Sun, 12 Nov 2023 20:11:18 UTC (818 KB)"
"145","145","Extirpation of Atlantic Cod from a Northwest Atlantic ecosystem in the absence of predator control: inference from an ecosystem model of intermediate complexity","Steven P. Rossi, Sean P. Cox. Hugues P. Benoît","Populations and Evolution (q-bio.PE)","Atlantic cod (Gadus morhua) in the southern Gulf of St. Lawrence (sGSL) declined to low abundance in the early 1990s and have since failed to recover due to high natural mortality, which has been linked to grey seal (Halichoerus grypus) predation. Increased grey seal harvests have been suggested to improve cod survival, however, predicting the response of cod to seal abundance changes in the sGSL is complicated by a hypothesized triangular food web involving seals, cod, and small pelagic fishes, wherein the pelagic fishes are prey for cod and grey seals, but may also prey on young cod. Grey seals may therefore have an indirect positive effect on prerecruit cod survival via predation on pelagic fish. Using a multispecies model of intermediate complexity fitted to various scientific and fisheries data, we found that seal predation accounted for the majority of recent cod mortality and that cod will likely be extirpated without a strong and rapid reduction in grey seal abundance. We did not find evidence that reducing grey seal abundance will result in large increases to herring biomass that could impair cod recovery.","Sat, 11 Nov 2023 09:46:36 UTC (10,471 KB)"
"146","146","Acid-induced gelation of carboxymethylcellulose solutions","Gauthier Legrand, Guilhem P. Baeza, Matteo Peyla, Lionel Porcar, Carlos Fernández-de-Alba, Sébastien","Soft Condensed Matter (cond-mat.soft)","The present work offers a comprehensive description of the acid-induced gelation of carboxymethylcellulose (CMC), a water-soluble derivative of cellulose broadly used in numerous applications ranging from food packaging to biomedical engineering. Linear viscoelastic properties measured at various pH and CMC contents allow us to build a sol-gel phase diagram, and show that CMC gels exhibit broad power-law viscoelastic spectra that can be rescaled onto a master curve following a time-composition superposition principle. These results demonstrate the microstructural self-similarity of CMC gels, and inspire a mean-field model based on hydrophobic inter-chain association that accounts for the sol-gel boundary over the entire range of CMC content under study. Neutron scattering experiments further confirm this picture and suggest that CMC gels comprise a fibrous network crosslinked by aggregates. Finally, low-field NMR measurements offer an original signature of acid-induced gelation from the solvent perspective. Altogether, these results open avenues for precise manipulation and control of CMC-based hydrogels.","Fri, 10 Nov 2023 22:02:02 UTC (744 KB)[v2] Wed, 24 Jan 2024 14:30:07 UTC (998 KB)"
"147","147","Understanding How People with Binge Eating Disorder and Bulimia Interact with Digital Food Content","Ryuhaerang Choi, Subin Park, Sujin Han, Sung-Ju Lee","Human-Computer Interaction (cs.HC)","A large body of research has focused on understanding how online content and disordered eating behaviors are associated. However, there is a lack of comprehensive studies investigating digital food content's influence on individuals with eating disorders. We conducted two rounds of studies (N=23 and 22, respectively) with individuals with binge eating disorder (BED) or bulimia nervosa (BN) to understand their motivations and practices of consuming digital food content. Our study reveals that individuals with BED and BN anticipate positive effects from food media to overcome their condition, but in practice, it often exacerbates their disorder. We also discovered that many individuals have experienced a cycle of quitting and returning to digital food content consumption. Based on these findings, we articulate design implications for digital food content and multimedia platforms to support vulnerable individuals in everyday online platform interactions.","Fri, 10 Nov 2023 08:09:42 UTC (4,642 KB)[v2] Tue, 16 Jan 2024 06:33:46 UTC (9,813 KB)"
